bval,norm_avg,norm_std,c1_avg,c1_std,c2_avg,c2_std,c3_avg,c3_std,pval_norm_vs_c1,pval_norm_vs_c2,pval_norm_vs_c3,padj_norm_vs_c1,padj_norm_vs_c2,padj_norm_vs_c3,conv_set
cg06461708,0.2215750127,0.02515010472,0.5109541263,0.161060511,0.2229703232,0.1123719722,0.2443308018,0.1458424072,0,0,0.0005,0,0,0.0025,C
cg08568720,0.02439359991,0.003982810153,0.3359599649,0.325391146,0.02766035211,0.03008658431,0.02361762135,0.00368565835,0,0.0246,0.495,0,0.0313,0.5269,C
cg08991927,0.8886287216,0.04203218224,0.6728426017,0.2184440386,0.851480055,0.1317796146,0.8713792912,0.07561321494,0,0.0461,0.4726,0,0.0544,0.5199,C
cg09414045,0.02144053584,0.003860120528,0.0328276695,0.01066258033,0.02506201609,0.006106775728,0.02480661623,0.006460948931,0,0,0.0102,0,0,0.0235,C
cg09550127,0.9137193681,0.02250910275,0.7978536848,0.158592934,0.9369947399,0.02737253484,0.9015919619,0.06830374716,0.0009,0,0.1271,0.0011,0,0.1997,C
cg09555153,0.8924669268,0.01759088443,0.885279881,0.04776631317,0.9121797176,0.02500467002,0.8913722903,0.03422301392,0.068,0,0.2568,0.0748,0,0.3157,C
cg09777525,0.05296128647,0.01776822985,0.3771999705,0.3141258719,0.04164305428,0.07810130215,0.04183369814,0.04426576694,0,0,0,0,0,0,C
cg13813623,0.04405759274,0.009450488195,0.04067402695,0.007772173117,0.03890726409,0.01100825738,0.0388622746,0.008091597268,0.6135,0.0023,0.2679,0.6135,0.0035,0.3157,C
cg15165694,0.1647077171,0.2339145791,0.2940187945,0.2889169334,0.09980178701,0.1741453335,0.2299577246,0.2285838249,0.0472,0.1172,0.2189,0.0537,0.1333,0.289,C
cg16850518,0.911944625,0.024301804,0.757690226,0.199022778,0.9144973571,0.06519429462,0.8486292137,0.1489845876,0,0,0.028,0.0001,0,0.0509,C
cg16881064,0.04398213269,0.01075551499,0.5294985723,0.3372881992,0.1162025479,0.207496153,0.04996391122,0.044075145,0,0.1942,0.4433,0,0.2067,0.5044,C
cg18075691,0.3054683418,0.1112935717,0.4544530631,0.2369732026,0.3091371249,0.2262207436,0.2135574,0.1751624916,0.0002,0.0004,0.0014,0.0002,0.0007,0.0047,C
cg18245160,0.3146178945,0.04149707698,0.6626631058,0.1699798726,0.3588593094,0.2073964033,0.3406878114,0.2148589399,0,0,0.0046,0,0,0.0127,C
cg18315960,0.2186818149,0.0388936031,0.4571987701,0.2232792525,0.2514109243,0.1478399091,0.1968956243,0.1120667313,0,0.0056,0.0011,0,0.0081,0.0044,C
cg20585869,0.05420938011,0.02768069295,0.2256043831,0.1939937685,0.03346341114,0.05672098245,0.07870735736,0.09971239186,0,0,0.1915,0.0001,0,0.2633,C
cg20686446,0.5914933814,0.07304219919,0.9317886912,0.1160485879,0.9504197186,0.07024207105,0.6634842508,0.2731219296,0,0,0.0001,0,0,0.0003,C
cg20887442,0.6335334448,0.06692270739,0.9506838003,0.09912617834,0.9608380907,0.04722376563,0.7496620917,0.2251642489,0,0,0,0,0,0,C
cg21972063,0.9182238661,0.0233680184,0.676061136,0.2205070291,0.9058113364,0.08370143986,0.8448199559,0.1653480302,0,0.0225,0.0057,0,0.0296,0.0146,C
cg23170495,0.9012750062,0.04012230535,0.5149705972,0.2449692023,0.8976445345,0.0904870361,0.813422838,0.2106958679,0,0.001,0.0608,0,0.0016,0.1002,C
cg23419606,0.8472425442,0.03724266141,0.8674054127,0.1293237183,0.85565831,0.1312851307,0.80122168,0.1691237454,0,0,0.0293,0,0,0.0509,C
cg23626762,0.9045057949,0.02582929893,0.6218646025,0.1825997016,0.8881409094,0.06565949546,0.8464098014,0.1407044727,0,0.6868,0.1454,0,0.6868,0.2086,C
cg24655262,0.4992222398,0.04077734484,0.6101827125,0.1278265143,0.7036295696,0.08116285882,0.4719832912,0.150957128,0,0,0.0119,0,0,0.0245,C
cg26000619,0.1351632056,0.06275533351,0.5736547735,0.1607217987,0.1936655005,0.2196137303,0.2713493873,0.2384789072,0,0.0089,0.0012,0,0.0123,0.0044,C
cg26481727,0.4369874794,0.04454802126,0.6383638608,0.2568961903,0.8409700617,0.1261197003,0.4678192439,0.2695566415,0,0,0.0016,0,0,0.0049,C
cg27474516,0.1728565516,0.168252955,0.2607588908,0.2098476871,0.1272463978,0.1429394793,0.2502564907,0.2057002101,0.1327,0.0003,0.136,0.1413,0.0005,0.204,C
cg01782798,0.3905806537,0.1074970446,0.723434851,0.1950579365,0.8329635012,0.1264181997,0.5969418507,0.230613129,0,0,0,0,0,0,D
cg03082060,0.6590219366,0.04805644202,0.6629939455,0.2330766679,0.8156093678,0.1426343265,0.6662814439,0.2071538848,0.0016,0,0,0.002,0,0,D
cg03673737,0.07256737252,0.01611892927,0.4043509158,0.2878229568,0.1169544896,0.12533243,0.1255267481,0.132660937,0,0.0715,0.0157,0,0.0858,0.0188,D
cg04131583,0.02974036661,0.01515013319,0.2288440412,0.2214897927,0.0404826901,0.07289754821,0.03975574379,0.04534248749,0,0.5908,0.2734,0,0.633,0.2734,D
cg04291383,0.9288143501,0.0181927358,0.7532556193,0.1906141984,0.9114686423,0.07225991597,0.879911868,0.0807278588,0,0.7695,0.0007,0,0.7695,0.0011,D
cg08321111,0.5259901275,0.05251285332,0.7262561624,0.1913174627,0.8208191357,0.1244057509,0.6097099216,0.2396019346,0,0,0,0,0,0,D
cg08323277,0.4051974946,0.04519028194,0.5190234845,0.1875703634,0.2673642792,0.1143222409,0.3597402854,0.146972689,0.0006,0,0,0.0008,0,0,D
cg09528501,0.6379154361,0.07768941952,0.6269556584,0.2004369829,0.8203137953,0.1204198353,0.6458394263,0.2435759908,0.0045,0,0,0.0052,0,0,D
cg10334354,0.1193509078,0.04963303464,0.3337286314,0.2073085274,0.1131690468,0.06810662876,0.1446294282,0.0739592185,0,0.0781,0.0239,0,0.0901,0.0271,D
cg10343787,0.2875063553,0.03318827605,0.2470024937,0.1205913943,0.2362252545,0.1261373268,0.1989731343,0.1085065119,0.0006,0,0,0.0008,0,0,D
cg10595181,0.8858503983,0.02343635814,0.8693423936,0.08549665907,0.8695098934,0.08041907102,0.8316605055,0.1314333674,0.3716,0.0401,0.0134,0.3844,0.0502,0.0167,D
cg11337388,0.5165880961,0.03003253033,0.6873395926,0.1079814141,0.7205023073,0.09702369467,0.6084810366,0.1555115661,0,0,0,0,0,0,D
cg11382589,0.6498232561,0.04671263277,0.593940099,0.1752085373,0.7115653307,0.176657817,0.630021041,0.1641389952,0.0001,0,0.0048,0.0002,0,0.0066,D
cg11731892,0.05385082741,0.01304410035,0.05447570595,0.01167782349,0.05123161773,0.01130115053,0.05034229227,0.01083216286,0.7636,0.1424,0.0244,0.7636,0.1583,0.0271,D
cg12839556,0.882776611,0.03350661203,0.7664482136,0.1319749445,0.8823528742,0.04589045607,0.8411527784,0.05658787307,0,0.7585,0.0001,0,0.7695,0.0002,D
cg14029856,0.7510268139,0.05405866455,0.4829453367,0.2432744422,0.7645366056,0.1775859489,0.6805214121,0.1874679455,0,0,0.0004,0,0,0.0006,D
cg16002441,0.2020670217,0.04437520491,0.3082569684,0.1349194401,0.2137263171,0.09523242472,0.1857775574,0.07400494258,0,0.0125,0.0273,0,0.0163,0.0293,D
cg16557698,0.8617989937,0.03145337767,0.7027674039,0.182913249,0.8945643789,0.1064585064,0.8519112067,0.151182087,0,0,0,0,0,0,D
cg17511472,0.3715633833,0.05178981881,0.5283848513,0.2279539262,0.2596029748,0.1266092145,0.3689253771,0.1365149311,0.0001,0,0.055,0.0001,0,0.0569,D
cg17844831,0.4139465785,0.05238256684,0.7080256436,0.1310185069,0.4760080134,0.2299318029,0.467317484,0.1747191203,0,0,0,0,0,0.0001,D
cg18026820,0.816678087,0.02846362099,0.5285967072,0.1359119816,0.7873060928,0.1348861938,0.713780702,0.1510592619,0,0,0,0,0,0,D
cg18986078,0.7106665455,0.05925505145,0.8943218595,0.109854613,0.7314367433,0.1497369092,0.6604009969,0.2185091167,0,0.0002,0.0001,0,0.0002,0.0002,D
cg20132581,0.95794627,0.01307346977,0.9257677213,0.1423156547,0.948313399,0.01607416368,0.9451035107,0.01971594882,0.0212,0,0.0002,0.0236,0,0.0003,D
cg20317437,0.8568288882,0.03108376608,0.8775366432,0.04726879795,0.9182194628,0.0263489565,0.8522712658,0.1149875912,0.0019,0,0.0004,0.0023,0,0.0006,D
cg21207665,0.1219320021,0.02363106153,0.5308162674,0.2115464416,0.227686027,0.1937023629,0.1632999817,0.1510759566,0,0.0001,0.0089,0,0.0001,0.0116,D
cg23372723,0.8937122885,0.03154994577,0.6766541801,0.1785768894,0.673833841,0.1648721762,0.6553534002,0.1752210918,0,0,0,0,0,0,D
cg23655651,0.215629333,0.05642580423,0.1630266249,0.1076556736,0.1216049335,0.08373451708,0.1917965097,0.130948287,0.0001,0,0.0002,0.0002,0,0.0004,D
cg24726783,0.6102519605,0.07118767822,0.9674720862,0.0631284711,0.9539293759,0.09646932406,0.7427317775,0.2038911192,0,0,0,0,0,0,D
cg27632493,0.7853828406,0.04964717444,0.8170660338,0.1142812902,0.8743891691,0.08014330145,0.8048582058,0.1361942241,0.0003,0,0.0019,0.0004,0,0.0027,D
cg27655512,0.6103145859,0.04719331395,0.5714992279,0.1637340787,0.5979219629,0.159815941,0.5385093174,0.1266055626,0.0362,0.0001,0.0001,0.0388,0.0001,0.0002,D
cg00953355,0.06109966101,0.02583334283,0.4596578698,0.1817992586,0.2054770171,0.2060453468,0.1620648037,0.2001706277,0,0,0.003,0,0,0.0037,E
cg02540440,0.8231538191,0.1880156523,0.8005576554,0.1992499728,0.9706222998,0.01006241699,0.6082630557,0.2226863882,0.2318,0,0,0.2318,0,0,E
cg06527318,0.5425742907,0.09236898213,0.4945727927,0.2466589752,0.4963551204,0.2356345546,0.3861638986,0.2790667481,0.1954,0.0084,0.0001,0.2149,0.0103,0.0001,E
cg09444327,0.03737550611,0.06815964243,0.3274298447,0.285925348,0.03927168705,0.02338432122,0.03721756053,0.01423416639,0,0,0,0,0,0,E
cg09676669,0.3244788511,0.04370041953,0.4761748389,0.2206035658,0.1368301524,0.1091295099,0.2196062102,0.2140564588,0,0,0,0,0,0,E
cg12992385,0.02956940255,0.006469611048,0.1790637139,0.1843940765,0.03180024609,0.03170577944,0.03051549623,0.0308992634,0,0,0,0,0,0,E
cg17862275,0.9517198724,0.02762256167,0.9049948134,0.1323072013,0.9484660491,0.03312868948,0.9519970351,0.007614683004,0.0164,0.1288,0.2437,0.0226,0.1288,0.2437,E
cg21016188,0.1660777898,0.2387262684,0.2997176544,0.2413756785,0.02074621688,0.01170515501,0.4507349828,0.1656036891,0.0315,0.004,0,0.0384,0.0055,0,E
cg21879102,0.3896768737,0.06304994534,0.7874437029,0.2172337978,0.3810434887,0.2475654131,0.3181720087,0.2221861486,0,0,0,0,0,0,E
cg21885046,0.01772520951,0.01331376366,0.1676196723,0.1726525613,0.02532423986,0.03896849087,0.01857508991,0.01647127592,0,0.0485,0.0552,0,0.0534,0.0608,E
cg23331981,0.4726998633,0.08508814167,0.9227558307,0.07234382726,0.3519558453,0.244533726,0.3785298032,0.2612336912,0,0,0,0,0,0,E
